description,is_gen_pub,source
"This is the official media handle of the Ahmadiyya Muslim Community USA, the leading provider of Islamic content in America.",0,Quebec Mosque Shooting
Broke Entrepreneur Confused writer Splenetic comedian neglectedcitizen but Self Motivated Businessschool Graduate ,1,Random Samples
"@FrederickReddie | Sharing Urban Prepping | Preparedness News | Retweets, Qs & Cs Encouraged | #PreparednessAwareness | Follow @ShopPreps | IG: PrepperAgenda",0,Quebec Mosque Shooting
"äóìArtist by nature, Journalist by virtue, Minister by vocation and Scholar by chanceäóä¢",0,Quebec Mosque Shooting
I'm a UCSB grad and current Chapman student who loves politcs and blogging.,1,Bostong Marathon Bombing
Never think that the sky is the limit when there are footprints on the Moon  neiltyson,1,Random Samples
"I'm just an ordinary girl trying to do extraordinary things in my little corner of the world. Follow me, and I'll follow you.",1,Brussel Airport Bombing
"Never Forget 9/11-Blessed are they who are persecuted for the sake of righteousness,for theirs is the kingdom of heaven-Mt 5:10 #IamN #Persecution #CounterJihad",1,Brussel Airport Bombing
Rational anarchist and sovereign individual. Likes: motorcycles,1,Bostong Marathon Bombing
"I dabble in #SocialMedia @CenterMassGroup @navySEALbook @chrissajnog My Great,Great Uncle #AdmiralZumwalt #LLTB #NavyPride #SOT #SOV #NRA #thinblueline #frogs",1,Mesa Shooting
TV Journalist & Documentary Producer @TVWNews. Political-junkie/NPR addict/bad-dancer/ shower-singer/Vespa-rider/mom-to-toddler & pug. Alum: @columbiajourn,0,Bostong Marathon Bombing
"Cronkite News, operated by ASU's Walter Cronkite School of Journalism and Mass Communication, covers public policy issues affecting Arizonans.",1,Mesa Shooting
live with love not fear || finding my place in the world,1,Bostong Marathon Bombing
"Empowering #Shopify stores with higher ROI, Customer Engagements and Double their Brand loyalty with Mobile Apps delivering Rich Shopping Experience",0,Quebec Mosque Shooting
Sangre Por Sangre Blood In Blood Out,1,Random Samples
"I write articles on hoops here & there. Good food, Lakers basketball & Gucci Mane\'s mixtapes keep me going",0,Quebec Mosque Shooting
"Photojournalist, SNG Op, Editor, ENG, Husband, Father, Brother, Son, comic book fan, Pull List blog author. rleabo@12news.com",1,Mesa Shooting
"Someone has to push the button, and I'm the one pushing it. I'm crazy, I get mean, but you'll adore me. Epileptic MS fighter and book enthusiast.",1,Mesa Shooting
Soraya Boere  25  Internetainer Video DirectorEditor  Blogger  GraphicDesign Videogames  Blog httprebelyelliexblogspotcom ,1,Random Samples
"I love everybody. Some I love to be around, some I love to avoid, and others I would love to punch in the face.",1,Quebec Mosque Shooting
Magi of the south side Creator of hoods,1,Random Samples
Vonvo is the first real-time video events platform for organizations. Come discuss the subjects that matter over live video! #brandstorytelling #NYCStartup,0,Bostong Marathon Bombing
Can occassionally keep a cactus alive | Logistics at @TheNationsFirst | Community at @RallyPoint,1,Bostong Marathon Bombing
"If you aren't where you wanna be, why are you wasting your time reading my bio? Stay Motivated. :|UCSB 2019|:",1,Brussel Airport Bombing
I have lived at a certain distance from life,1,Quebec Mosque Shooting
child advocate,1,Brussel Airport Bombing
"Constitutionalist, Conservatarian, Narrative Examinant, Bibliophile, Cinephile. The sleepwalkers are lurching toward the call of their own folly.",1,Brussel Airport Bombing
Diana Winslow,1,Bostong Marathon Bombing
"craft beer, swim, SUP, indie dance, nudisco and NO BIAS",1,Brussel Airport Bombing
"Disabled INFJ ginger fangirl from Alabama with the superpower of freckling. I also write, game, and get political. Randomness since 1984.",1,Quebec Mosque Shooting
"IVCC COMMIT
snapchat vmunson",1,Random Samples
"Mom, wife, animal lover, retired veterinarian, constitutional conservative/libertarian, strong supporter 2Amend, stuck in progressive CA",1,Brussel Airport Bombing
My name is Ben Shapiro,1,Bostong Marathon Bombing
"_Ê_? ""_?"" And ""à_?""; Citizen of Earth",1,Bostong Marathon Bombing
"Personal Trainer in the Centurion Area
Call  27719128019
Instagram effortlesstraining 
Facebook Page 
Email cherylpersonaltrainergmailcom",1,Random Samples
Put my trust in Him! He will never foresake me!,1,Bostong Marathon Bombing
fangirl of Dolan twins Shawn Mendes Camila Cabello Austin Mahone and Justin Bieber  Im the queen of my own kingdom wich I call freedom  Multi fandom ,1,Random Samples
sports history politics tv movies,1,Random Samples
Senior Software Engineer [ PGP 403DCC06 ]  Hacker | 99% | FTL | digitalhuman@pod.readme.is | digitalhuman@jabber.no  Personal Twitter Account,1,Bostong Marathon Bombing
"Hello, I like tumblr... a lot! :) http://t.co/MKMRYQQ9Db I'm 21 and I love 1D, Pokemon, TWD, O2L, Music, PLL, anime, Teen Wolf and Supernatural!",1,Mesa Shooting
"REAL NIGGA







 AZ??",1,Mesa Shooting
"Executive Director of Terror Free Somalia. This Foundation is dedicated to networking like-minded Somalis opposed  Global Terrorism  Conservative, Pro-life.",1,Brussel Airport Bombing
"#2ndamendment supporter, #patriot      #defundPP #Trump2016 #WethePeople",0,Brussel Airport Bombing
Missouri-based Political Consultant. Carpe Diem. AMDG. Everything viewed here = exclusively my own.,1,Bostong Marathon Bombing
Proud Father of 3 but Im Something Like The Dos Equis Man Trying To Make The Impossible Possible Loyal Fan Of The Ohio State University ZoneFitness,1,Random Samples
"Peace, Love & Freedom Advocate",1,Brussel Airport Bombing
Lifestyle brand built with a passion for a refined and classic legacy that will stand the test of time. _Òü Veteran owned. info@lordwallington.com,0,Bostong Marathon Bombing
34 year old man-boy. Cali native. Cat enthusiast. Nerd for: sci-fi/comics/videogames/music/horror movies. I love tacos!,1,Quebec Mosque Shooting
The Windsor Star's managing editor,0,Bostong Marathon Bombing
Content strategist @Twitter. Formerly at Huge and Mule Design. Tweets about podcasts,1,Bostong Marathon Bombing
"#metal #comedy #electro #grindcore Kneepad Nikki, Doc Octocock & Joe Testí_culo are TFG.",1,Quebec Mosque Shooting
#Celebrity #gossip updated every 10 minutes  Storm Chaser @KDRMedia Stringer & Ambitious Dreamer. Loves God  family  nature  music  fishing  & food  I also sell photos.,0,Bostong Marathon Bombing
I believe compassion for ourselves & others is key along with care for our planet,1,Bostong Marathon Bombing
"not here after followers just having fun reading, tweeting, hashtaggin 2b seen, hoping one day I'll be professionally creative in some shape, form or way",1,Brussel Airport Bombing
I tweet the insignificant details of my life. I try to be funny,1,Bostong Marathon Bombing
RVA // RU17 // Psychology and Nursing // Aspiring RN/Surgical Nurse,1,Brussel Airport Bombing
Freelance journalist reporting on criminal justice and crime victims. Work published by @teamtrace,0,Bostong Marathon Bombing
"A professional writer living in the US. Frequent contributor to Hullabaloo, DownWithTyranny, Naked Capitalism, Crooks&Liars. Working on 3 books.",1,Mesa Shooting
Working hard to build particle accelerators find dark matter and keep my cool,1,Random Samples
23  UH PhotographerGraphics Designer RIP Aston ,1,Random Samples
Snap filter connoisseur  CEO of V3Inbound  HU  UPenn Alumna    Biz  TCIvyV3Inboundcom   TCIvy,1,Random Samples
"Biogeographer by training. Cartographer and IT serf for work.
Mad Scientist is just a hobby.
These are things that interest me.",1,Quebec Mosque Shooting
Radio Announcer at @FoxNews.  What you gonna do,0,Bostong Marathon Bombing
I am the queen of this castle.,1,Quebec Mosque Shooting
Reporter 7 News Australia,0,Bostong Marathon Bombing
Trying to elevate small talk to medium talk.,1,Quebec Mosque Shooting
neat NEET. please stop summoning me through moongates.,1,Quebec Mosque Shooting
"Geopolitical issues is my passion. The System is Broken and I Won't Pretend It's OK. Other interests: Clean energy, ending racism, vintage collector, tech.",1,Brussel Airport Bombing
It all evens out in the end.,1,Mesa Shooting
"#TheResistance Great spirits encounter constant opposition from mediocre minds.  Animal lover, tech, photography student of history and human nature",1,Quebec Mosque Shooting
Assistant Principal of East Greenwich High School. Believer,1,Bostong Marathon Bombing
"Uppity gay, Buddhist, author, historian.",1,Quebec Mosque Shooting
I have a passion for YouTubeI love my 250 subscribers Make Sure To go check out my channel and subhttpsmyoutubecomchannelUCFz2jkNWTSeqcasIkTA5ZA,0,Random Samples
"Political & news junkie.Joined 21st Cent. by becoming computer literate in Feb.,2012.Intolerant of racism,bigotry,& injustice.Admire decent people like KO. #FOK",1,Quebec Mosque Shooting
No white privilege or guilt. Believe in free market. Usually follow back.,1,Brussel Airport Bombing
@FFRF  @CapTimes fmr @MassHHS  @DevalPatrick  @WisPolitics,0,Bostong Marathon Bombing
The view from inside Boston. Covering local innovation in tech,0,Bostong Marathon Bombing
US Office Special Counsel: \'The govt and the public cannot reasonably trust that the flood control system...in New Orleans possesses realiability and integrity\',1,Quebec Mosque Shooting
On-air personality,0,Bostong Marathon Bombing
"Law, policy, business, movies, zoology. Lawyer, photographer, Bates College graduate. Opinions expressed in tweeted articles are not necessarily my own.",1,Brussel Airport Bombing
adventure life,1,Random Samples
emilia! 18 || animation student || SCAD 2020 insta: sy.rc,1,Quebec Mosque Shooting
Proud Deplorable reporting live from Californistan Go Pres Trump MAGA  2A tcot Artist  cancersurvivor  Smooth Fox Terrier  Marvel fan,1,Random Samples
Connector; @ODCamp 'organisator';  @OpenDataAha @AHADigitalltd @nqminds; helping out at @ODICardiff; #OpenData enthusiast,1,Bostong Marathon Bombing
tattooed. foul of mouth. ex-newswoman. Mom of one 2- & two 4-legged beasts. #Atheist #Science #TheResistance Really swearey after 10 p.m.,0,Quebec Mosque Shooting
Writer,1,Bostong Marathon Bombing
B Y O U,1,Bostong Marathon Bombing
"God is great, Chelsea is good, people are crazy. https://t.co/wOmjxDgJBn",1,Brussel Airport Bombing
"Modern-day azhdarchid. Interested especially in science, but also fascinated by just about any field, from history to mythology.",1,Quebec Mosque Shooting
SOTH  my time cost cash app me so I know its real theatia,1,Random Samples
i love you more than jazz babydoll,1,Mesa Shooting
"If you're not a dog, don't talk to me.",1,Brussel Airport Bombing
Earth Dimension C137,1,Random Samples
catch a vibe in hawaii  meme,1,Random Samples
Creative,1,Bostong Marathon Bombing
IGtharealcomfort SCtharealcomfortFacebookComfort T Mbotho Recovering Oros Addict,0,Random Samples
"Pronounced Jane-nee like the Aerosmith song. Living, Loving, Life.",1,Brussel Airport Bombing
Black history student interested in intersectionality institutions and resistance,1,Random Samples
Retired math prof/grandma Christian married libertarian-conservative plz follow backup @back61soprano retweet not an endorsement #ccot #tcot #PJNET #TGDN,1,Brussel Airport Bombing
"Just a humble man trying to live a simple life with grace, in order to serve this World and make it a better place.",1,Quebec Mosque Shooting
Henry Santoro is on the news and information team at 89.7 FM @WGBH. He also sells Real Estate for HammondResidential hsantoro@hammondre.com.,0,Brussel Airport Bombing
Freelance writer/editor | Art advocate | Jazzer | Sun-hater | Star-gazer | Information Junkie | Passive smoker | Dreamer | Member of hyperlover anonymous,0,Bostong Marathon Bombing
Graphic Designer. Musicphile. Peer Supporter. Working Class Hero.,1,Bostong Marathon Bombing
bike tool company owner and Musician aka nasty woman,1,Quebec Mosque Shooting
"Pincushions Pillows Fobs Pins  more httptcofOIcx4vWkI  httpstco6SxC0xVqQu  httpstcobpOV7uPTJC 

      eBayID enchantedpincushion",0,Random Samples
1023 19,1,Random Samples
No I will not listen to your mixtape,1,Random Samples
As a conservative,1,Bostong Marathon Bombing
"To be determined... Geek, Photographer, Marketer, UCSB Film & Media grad, likes puns, current events, tech, startups, works in green tech & drinks tea. ZEV FTW!",1,Brussel Airport Bombing
News Anchor at WTVF-TV,0,Bostong Marathon Bombing
Based. True story.,1,Bostong Marathon Bombing
"the day we cease exploration of the cosmos is the day we threaten the continuance of our species-Neil Degrasse Tyson, Exist",1,Quebec Mosque Shooting
Film CriticSenior Contributor at bmoviesd Frequenter of both sides of stage and screen siddhantadlakhahotmailcom,1,Random Samples
"Hunter/Gatherer for digital media,sailor,humanitarian, parent, Board Member WIGI, proud NW-ster, traveler, adventurer, grateful for life",1,Mesa Shooting
I wonder how many miles I have scrolled with my thumb,1,Random Samples
RIPLulChris RIPNajee Id give all of this up just to get my brova back 73 JUCOPRODUCT LU17,1,Random Samples
Travel lover & luxury hospitality PR pro @HIPR. Thrives on sarcasm,1,Bostong Marathon Bombing
_º_¸Patriot _º_¸ Pondering Life __ Writing Haiku âç_è_MAGA _º_¸America First _º_¸,1,Quebec Mosque Shooting
"Beer drinking, Diesel driving, bow hunting, gun toting, American Veteran!",1,Quebec Mosque Shooting
"Sweet, kind, mom, sister, G-mother, aunt, and friend! Christian, Believe in Jesus Christ!",1,Brussel Airport Bombing
Chelsea FC shed end then benches followed my team over land and sea,1,Random Samples
We are #TheResistance  The time is NOW!  Dethrone Comrade Trump. Will BLOCK obnoxious TRUMPANZEES! NO LISTS!,1,Quebec Mosque Shooting
#PhDStudent #researcher #scholar #editor #academic @CCJR_CSUSB,0,Brussel Airport Bombing
Advancing a balanced and realistic understanding of American interests in the Middle East. (RT & Follows do not constitute endorsement.),1,Brussel Airport Bombing
Deseré Monique ?? 2k16,1,Mesa Shooting
#SAHM #WAHM,0,Bostong Marathon Bombing
Great spirits have always encountered violent opposition from mediocre minds. - Einstein,1,Mesa Shooting
"GOA-OathKeeper, TeaParty-Activist in The Constitutional Republic of USA. Studied Constitution & Amendments at University of Eyes Open and Aware Now.",1,Brussel Airport Bombing
"""The most disrespected person in America is the black woman. The most unprotected person in America is the black woman.... - Malcolm X",1,Quebec Mosque Shooting
Ultimately loving yourself is the start to all love therefore showing yourself as you are is how to truly love someone else,1,Random Samples
#nastywoman. Wife of 30+ years. Wed to #badhombre #BanHomophobiaNow #JoinACLU #NoBanNoWall #WeAreTheResistance #ImpeachTrump #NotMyPOTUS,1,Quebec Mosque Shooting
worried human,1,Quebec Mosque Shooting
#TheResistance Never thought I would need to be protesting ignorant politics again. Abhor bigotry and idiocracy. Neither are good for anyone. #WinterIsComing!,1,Quebec Mosque Shooting
In love with city lights  love stories,1,Random Samples
Hello! I'm the ObamaBirth Editor at Before It's News. We are looking to provide and receive any news and views on the Obama birth and eligibility controversy.,0,Brussel Airport Bombing
New England Cable News;,0,Bostong Marathon Bombing
